Model,Reaction_ID,Reaction_Name,Reaction_Equation,Subsystem,Genes,Gene_Rules,Reversible,FBA_Flux,pFBA_Flux,Flux_Change,Abs_Flux_Change,Percent_Change,Is_Cycling_Candidate
NSD,MAR02247,"","(2E)-tridecenoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => NADP+ [Cytosol][c] + tridecanoyl-[ACP] [Cytosol][c]","Fatty acid biosynthesis (odd-chain)",FASN1,FASN1,0,0,0,0,0,0,0
NSD,MAR02250,"","3-oxopentadecanoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3-hydroxypentadecanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (odd-chain)",FASN1,FASN1,0,0,0,0,0,0,0
NSD,MAR02252,"","(2E)-pentadecenoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => NADP+ [Cytosol][c] + pentadecanoyl-[ACP] [Cytosol][c]","Fatty acid biosynthesis (odd-chain)",FASN1,FASN1,0,0,0,0,0,0,0
NSD,MAR02255,"","3-oxoheptadecanoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3-hydroxyheptadecanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (odd-chain)",FASN1,FASN1,0,0,0,0,0,0,0
NSD,MAR02257,"","(2E)-heptadecenoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => heptadecanoyl-[ACP] [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (odd-chain)",FASN1,FASN1,0,0,0,0,0,0,0
NSD,MAR02307,"","3-oxo-11-cis-eicosenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3(S)-hydroxy-11-cis-eicosenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (unsaturated)",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02317,"","3-oxo-13cis-docosenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3(S)-hydroxy-13-cis-docosenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (unsaturated)",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02326,"","3-oxo-cis-15-tetracosaenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3(S)-hydroxy-cis-15-tetracosaenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (unsaturated)",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02334,"","3-oxo-hexacosenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3(S)-hydroxy-hexacosenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (unsaturated)",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02338,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + trans,cis-2,17-hexacosadienoyl-CoA [Cytosol][c] => hexacosenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (unsaturated)",Sc2,Sc2,0,0,0,0,0,0,0
NSD,MAR02343,"","3-oxo-13-cis-eicosenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3(S)-hydroxy-13-cis-eicosenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (unsaturated)",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02345,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + trans,cis-2,13-eicosadienoyl-CoA [Cytosol][c] => (13Z)-eicosenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (unsaturated)",Sc2,Sc2,0,0,0,0,0,0,0
NSD,MAR02348,"","3-oxo-9-cis-eicosenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3(S)-hydroxy-9-cis-eicosenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (unsaturated)",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02350,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + trans,cis-2,9-eicosadienoyl-CoA [Cytosol][c] => 9-eicosenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (unsaturated)",Sc2,Sc2,0,0,0,0,0,0,0
NSD,MAR02354,"","3-oxo-11cis-docosenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3(S)-hydroxy-11-cis-docosenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (unsaturated)",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02356,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + trans,cis-2,11-docosadienoyl-CoA [Cytosol][c] => (11Z)-docosenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (unsaturated)",Sc2,Sc2,0,0,0,0,0,0,0
NSD,MAR02362,"","3-oxo-eicosadienoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3(S)-hydroxy-3-oxo-eicosadienoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (unsaturated)",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02364,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + trans,cis-2,8,11-eicosatrienoyl-CoA [Cytosol][c] => (8Z,11Z)-eicosadienoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (unsaturated)",Sc2,Sc2,0,0,0,0,0,0,0
NSD,MAR02191,"","3-oxooctadecanoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3-hydroxyoctadecanoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid elongation (even-chain)",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02202,"","3-oxoeicosanoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3-hydroxyeicosanoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid elongation (even-chain)",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02204,"","(2E)-eicosenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => eicosanoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid elongation (even-chain)",Sc2,Sc2,0,0,0,0,0,0,0
NSD,MAR02208,"","3-oxodocosanoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3-hydroxydocosanoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid elongation (even-chain)",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02210,"","(2E)-docosenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => docosanoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid elongation (even-chain)",Sc2,Sc2,0,0,0,0,0,0,0
NSD,MAR02212,"","3-oxotetracosanoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3-hydroxytetracosanoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid elongation (even-chain)",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02214,"","(2E)-tetracosenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => NADP+ [Cytosol][c] + tetracosanoyl-CoA [Cytosol][c]","Fatty acid elongation (even-chain)",Sc2,Sc2,0,0,0,0,0,0,0
NSD,MAR02217,"","3-oxohexacosanoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3-hydroxyhexacosanoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid elongation (even-chain)",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02219,"","(2E)-hexacosenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => hexacosanoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid elongation (even-chain)",Sc2,Sc2,0,0,0,0,0,0,0
NSD,MAR02260,"","3-oxononadecanoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3-hydroxynonadecanoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid elongation (odd-chain)",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02262,"","(2E)-nonadecenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => NADP+ [Cytosol][c] + nonadecanoyl-CoA [Cytosol][c]","Fatty acid elongation (odd-chain)",Sc2,Sc2,0,0,0,0,0,0,0
NSD,MAR02264,"","3-oxoheneicosanoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3-hydroxyheneicosanoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid elongation (odd-chain)",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02266,"","(2E)-heneicosenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => heneicosanoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid elongation (odd-chain)",Sc2,Sc2,0,0,0,0,0,0,0
NSD,MAR02268,"","3-oxotricosanoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3-hydroxytricosanoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid elongation (odd-chain)",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02270,"","(2E)-tricosenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => NADP+ [Cytosol][c] + tricosanoyl-CoA [Cytosol][c]","Fatty acid elongation (odd-chain)",Sc2,Sc2,0,0,0,0,0,0,0
NSD,MAR02281,"","H+ [Cytosol][c] + myristoyl-CoA [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => (9E)-tetradecenoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid desaturation (even-chain)",Desat1,Desat1,0,0,0,0,0,0,0
NSD,MAR02282,"","H+ [Cytosol][c] + myristoyl-CoA [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => (7Z)-tetradecenoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid desaturation (even-chain)",Desat1,Desat1,0,0,0,0,0,0,0
NSD,MAR02284,"","H+ [Cytosol][c] + myristoyl-CoA [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => 5-tetradecenoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid desaturation (even-chain)",Desat1,Desat1,0,0,0,0,0,0,0
NSD,MAR02286,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] + palmitoyl-CoA [Cytosol][c] => 2 H2O [Cytosol][c] + NADP+ [Cytosol][c] + palmitoleoyl-CoA [Cytosol][c]","Fatty acid desaturation (even-chain)",Desat1,Desat1,0,0,0,0,0,0,0
NSD,MAR02287,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] + palmitoyl-CoA [Cytosol][c] => 7-hexadecenoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid desaturation (even-chain)",Desat1,Desat1,0,0,0,0,0,0,0
NSD,MAR02292,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] + stearoyl-CoA [Cytosol][c] => (13Z)-octadecenoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid desaturation (even-chain)",Desat1,Desat1,0,0,0,0,0,0,0
NSD,MAR02293,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] + stearoyl-CoA [Cytosol][c] => cis-vaccenoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid desaturation (even-chain)",Desat1,Desat1,0,0,0,0,0,0,0
NSD,MAR02294,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] + stearoyl-CoA [Cytosol][c] => 2 H2O [Cytosol][c] + NADP+ [Cytosol][c] + oleoyl-CoA [Cytosol][c]","Fatty acid desaturation (even-chain)",Desat1,Desat1,0,0,0,0,0,0,0
NSD,MAR02295,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] + stearoyl-CoA [Cytosol][c] => (9E)-octadecenoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid desaturation (even-chain)",Desat1,Desat1,0,0,0,0,0,0,0
NSD,MAR02296,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] + stearoyl-CoA [Cytosol][c] => (7Z)-octadecenoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid desaturation (even-chain)",Desat1,Desat1,0,0.00280270800606251,0.00332331246638264,-0.000520604460320124,0.000520604460320124,-18.5750516712411,0
NSD,MAR02365,"","(8Z,11Z)-eicosadienoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => (5Z,8Z,11Z)-eicosatrienoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid desaturation (even-chain)",Cyt-b5-r,Cyt-b5-r,0,0,0,0,0,0,0
NSD,MAR02288,"","H+ [Cytosol][c] + heptadecanoyl-CoA [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => (10Z)-heptadecenoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid desaturation (odd-chain)",Desat1,Desat1,0,0,0,0,0,0,0
NSD,MAR02289,"","H+ [Cytosol][c] + heptadecanoyl-CoA [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => 9-heptadecenoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid desaturation (odd-chain)",Desat1,Desat1,0,0,0,0,0,0,0
NSD,MAR06397,"","H+ [Cytosol][c] + lipoic acid [Cytosol][c] + NADH [Cytosol][c] <=> dihydrolipoate [Cytosol][c] + NAD+ [Cytosol][c]","Lipoic acid metabolism",CG7430,CG7430,1,0,0,0,0,0,0
NSD,MAR06400,"","5 H+ [Cytosol][c] + 7 NADPH [Cytosol][c] + octanoyl-[ACP] [Cytosol][c] + 2 PAPS [Cytosol][c] + 2 SAM [Cytosol][c] => 2 5-deoxyadenosine [Cytosol][c] + 6 H2O [Cytosol][c] + lipoyl-[ACP] [Cytosol][c] + 2 methionine [Cytosol][c] + 7 NADP+ [Cytosol][c] + 2 PAP [Cytosol][c]","Lipoic acid metabolism",Las,Las,0,0,0,0,0,0,0
NSD,MAR02478,"","3-keto-eicosa-8,11,14,17-all-cis-tetraenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3(S)-hydroxy-all-cis-8,11,14,17-eicosatetraenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-3 fatty acid metabolism",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02489,"","3-oxo-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3(S)-hydroxy-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-3 fatty acid metabolism",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02499,"","3-oxo-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3(S)-hydroxy-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-3 fatty acid metabolism",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02503,"","2-trans-9,12,15,18,21-all-cis-tetracosahexaenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-3 fatty acid metabolism",Sc2,Sc2,0,0,0,0,0,0,0
NSD,MAR02505,"","(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] + O2 [Cytosol][c] => (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NAD+ [Cytosol][c]","Omega-3 fatty acid metabolism",Cyt-b5-r,Cyt-b5-r,0,0,0,0,0,0,0
NSD,MAR02516,"","3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3(S)-hydroxy-docosa-10,13,16,19-all-cis-tetraenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-3 fatty acid metabolism",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02524,"","3-oxo-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-3 fatty acid metabolism",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02533,"","3-oxoeicosa-cis,cis,cis-11,14,17-trienoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => (3S)-hydroxy-eicosa-cis,cis,cis-11,14,17-trienoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-3 fatty acid metabolism",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02537,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + trans,cis,cis,cis-2,11,14,17-eicosatetraenoyl-CoA [Cytosol][c] => (11Z,14Z,17Z)-eicosatrienoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-3 fatty acid metabolism",Sc2,Sc2,0,0,0,0,0,0,0
NSD,MAR02541,"","3-oxo-docosa-13,16,19-all-cis-trienoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3(S)-hydroxy-docosa-13,16,19-all-cis-trienoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-3 fatty acid metabolism",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02543,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + trans,cis,cis,cis-2,13,16,19-docosatetraenoyl-CoA [Cytosol][c] => 13,16,19-docosatrienoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-3 fatty acid metabolism",Sc2,Sc2,0,0,0,0,0,0,0
NSD,MAR02387,"","3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3(S)-hydroxy-docosa-7,10,13,16-all-cis-tetraenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-6 fatty acid metabolism",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02397,"","3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-6 fatty acid metabolism",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02401,"","2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => (9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-6 fatty acid metabolism",Sc2,Sc2,0,0,0,0,0,0,0
NSD,MAR02403,"","(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NADP+ [Cytosol][c]","Omega-6 fatty acid metabolism",,,0,0,0,0,0,0,0
NSD,MAR02417,"","3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-6 fatty acid metabolism",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02426,"","3-oxoeicosa-cis,cis-11,14-dienoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => (3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-6 fatty acid metabolism",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02434,"","3-oxodocasa-cis,cis-13,16-dienoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => (3S)-hydroxy-docasa-cis,cis-13,16-dienoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-6 fatty acid metabolism",spidey,spidey,0,0,0,0,0,0,0
NSD,MAR02436,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + trans,cis,cis-2,13,16-docasatrienoyl-CoA [Cytosol][c] => (13Z,16Z)-docosadienoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-6 fatty acid metabolism",Sc2,Sc2,0,0,0,0,0,0,0
NSD,MAR01132,"","20-COOH-LTB4 [Cytosol][c] + 2 H+ [Cytosol][c] + NADH [Cytosol][c] <=> 20-oxo-LTB4 [Cytosol][c] + H2O [Cytosol][c] + NAD+ [Cytosol][c]","Leukotriene metabolism",Aldh; Aldh-III,Aldh or Aldh-III,1,0,0,0,0,0,0
NSD,MAR03398,"","(9E)-tetradecenoyl-CoA [Mitochondria][m] + 6 CoA [Mitochondria][m] + 5 FAD [Mitochondria][m] + 6 H2O [Mitochondria][m] + 6 NAD+ [Mitochondria][m] => 7 acetyl-CoA [Mitochondria][m] + 5 FADH2 [Mitochondria][m] + 6 H+ [Mitochondria][m] + 6 NADH [Mitochondria][m]","Beta oxidation of even-chain fatty acids (mitochondrial)",CG7461; Echs1; Mcad; scu; yip2,CG7461 or Echs1 or Mcad or scu or yip2,0,0,0,0,0,0,0
NSD,MAR03414,"","(5Z,8Z,11Z)-eicosatrienoyl-CoA [Mitochondria][m] + 9 CoA [Mitochondria][m] + 6 FAD [Mitochondria][m] + 9 H2O [Mitochondria][m] + 9 NAD+ [Mitochondria][m] => 10 acetyl-CoA [Mitochondria][m] + 6 FADH2 [Mitochondria][m] + 9 H+ [Mitochondria][m] + 9 NADH [Mitochondria][m]","Beta oxidation of even-chain fatty acids (mitochondrial)",CG7461; Echs1; Mcad; scu; yip2,CG7461 or Echs1 or Mcad or scu or yip2,0,0,0,0,0,0,0
NSD,MAR03416,"","(11Z)-docosenoyl-CoA [Mitochondria][m] + 10 CoA [Mitochondria][m] + 9 FAD [Mitochondria][m] + 10 H2O [Mitochondria][m] + 10 NAD+ [Mitochondria][m] => 11 acetyl-CoA [Mitochondria][m] + 9 FADH2 [Mitochondria][m] + 10 H+ [Mitochondria][m] + 10 NADH [Mitochondria][m]","Beta oxidation of even-chain fatty acids (mitochondrial)",CG7461; Echs1; Mcad; scu; yip2,CG7461 or Echs1 or Mcad or scu or yip2,0,0,0,0,0,0,0
NSD,MAR03424,"","(13Z,16Z)-docosadienoyl-CoA [Mitochondria][m] + 10 CoA [Mitochondria][m] + 8 FAD [Mitochondria][m] + 10 H2O [Mitochondria][m] + 10 NAD+ [Mitochondria][m] => 11 acetyl-CoA [Mitochondria][m] + 8 FADH2 [Mitochondria][m] + 10 H+ [Mitochondria][m] + 10 NADH [Mitochondria][m]","Beta oxidation of even-chain fatty acids (mitochondrial)",CG7461; Echs1; Mcad; scu; yip2,CG7461 or Echs1 or Mcad or scu or yip2,0,0,0,0,0,0,0
NSD,MAR03425,"","10,13,16-docosatrienoyl-CoA [Mitochondria][m] + 10 CoA [Mitochondria][m] + 7 FAD [Mitochondria][m] + 10 H2O [Mitochondria][m] + 10 NAD+ [Mitochondria][m] => 11 acetyl-CoA [Mitochondria][m] + 7 FADH2 [Mitochondria][m] + 10 H+ [Mitochondria][m] + 10 NADH [Mitochondria][m]","Beta oxidation of even-chain fatty acids (mitochondrial)",CG7461; Echs1; Mcad; scu; yip2,CG7461 or Echs1 or Mcad or scu or yip2,0,0,0,0,0,0,0
NSD,MAR09719,"","(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA [Mitochondria][m] + 8 CoA [Mitochondria][m] + 4 FAD [Mitochondria][m] + 8 H2O [Mitochondria][m] + 8 NAD+ [Mitochondria][m] => 9 acetyl-CoA [Mitochondria][m] + 4 FADH2 [Mitochondria][m] + 8 H+ [Mitochondria][m] + 8 NADH [Mitochondria][m]","Beta oxidation of even-chain fatty acids (mitochondrial)",CG7461; Echs1; Mcad; scu; yip2,CG7461 or Echs1 or Mcad or scu or yip2,0,0,0,0,0,0,0
NSD,MAR03428,"","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA [Mitochondria][m] + 9 CoA [Mitochondria][m] + 4 FAD [Mitochondria][m] + 9 H2O [Mitochondria][m] + 9 NAD+ [Mitochondria][m] => 10 acetyl-CoA [Mitochondria][m] + 4 FADH2 [Mitochondria][m] + 9 H+ [Mitochondria][m] + 9 NADH [Mitochondria][m]","Beta oxidation of even-chain fatty acids (mitochondrial)",CG7461; Echs1; Mcad; scu; yip2,CG7461 or Echs1 or Mcad or scu or yip2,0,0,0,0,0,0,0
NSD,MAR03430,"","(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA [Mitochondria][m] + 10 CoA [Mitochondria][m] + 4 FAD [Mitochondria][m] + 10 H2O [Mitochondria][m] + 10 NAD+ [Mitochondria][m] => 11 acetyl-CoA [Mitochondria][m] + 4 FADH2 [Mitochondria][m] + 10 H+ [Mitochondria][m] + 10 NADH [Mitochondria][m]","Beta oxidation of even-chain fatty acids (mitochondrial)",CG7461; Echs1; Mcad; scu; yip2,CG7461 or Echs1 or Mcad or scu or yip2,0,0,0,0,0,0,0
NSD,MAR03432,"","13,16,19-docosatrienoyl-CoA [Mitochondria][m] + 10 CoA [Mitochondria][m] + 7 FAD [Mitochondria][m] + 10 H2O [Mitochondria][m] + 10 NAD+ [Mitochondria][m] => 11 acetyl-CoA [Mitochondria][m] + 7 FADH2 [Mitochondria][m] + 10 H+ [Mitochondria][m] + 10 NADH [Mitochondria][m]","Beta oxidation of even-chain fatty acids (mitochondrial)",CG7461; Echs1; Mcad; scu; yip2,CG7461 or Echs1 or Mcad or scu or yip2,0,0,0,0,0,0,0
