b_1,b_2
Aldh Aldh-III Aldh7A1,4673.71874779
Aldh Aldh-III Aldh7A1,4673.71874779
Aldh Aldh-III Aldh7A1,4673.71874779
Aldh Aldh-III Aldh7A1,4673.71874779
Aldh Aldh-III Aldh7A1,4673.71874779
Aldh Aldh-III Aldh7A1,4673.71874779
Aldh Aldh-III Aldh7A1,4673.71874779
Aldh Aldh-III Aldh7A1,4673.71874779
Aldh Aldh-III Aldh7A1,4673.71874779
Aldh Aldh-III Aldh7A1,4673.71874779
Aldh CG17896 P5CDh1 P5CS Ssadh,4673.71874779
Aldh Aldh7A1,4673.71874779
CG5214,4407.31637543
CG5214,4407.31637543
CG3168,4345.43640232
Tpi,4089.76694504
GlyS Gyg,4089.16543067
Gbs-70E GlyS,4089.16543067
Pde11 Pde1c Pde6 Pde8 Pde9 PrBP dnc,3803.94244306
 UQCR-14 UQCR-14L  Cyt-c1 RFeSP UQCR-11L UQCR-6.4 UQCR-C1 UQCR-C2 UQCR-Q mt:Cyt-b ox,3633.95180616
 PIG-A PIG-C PIG-H PIG-Q  Herc4 PIG-P,3607.68462204
 PIG-A PIG-C PIG-H PIG-Q  Herc4 PIG-P,3607.68462204
Zw,3534.96386449
Zw,3534.96386449
Zw,3534.96386449
Got2 Tat,3446.26816742
CG12374 CG17633 CG3097 CG4017,3426.35294076
CG12374 CG17633 CG3097 CG4017,3426.35294076
CG12374 CG17633 CG3097,3426.35294076
CG12374 CG17633 CG3097,3426.35294076
Ace,3423.36985735
Ace,3423.36985735
IleRS,3365.89849668
CG17691 CG7430 CG8199 Dbct,3324.57796976
AsnRS,3297.75311336
Mtpα scu,3293.70953734
CG15093 scu,3293.70953734
scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
CG7461 Echs1 Mcad Mtpα Mtpβ scu yip2,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
Mtpα scu,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr CG4598 Dci Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr CG4598 Dci Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr CG4598 Dci Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr CG4598 Dci Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
ACOX1 Aasdh Acox3 Acsf2 Acsf3 Amacr Echs1 Fatp1 Fatp2 Mfe2 Mtpα Mtpβ scu yip2,3293.70953734
Mfe2 Mtpα Mtpβ scu,3293.70953734
Mfe2 scu,3293.70953734
Mfe2 scu,3293.70953734
scu,3293.70953734
scu,3293.70953734
scu,3293.70953734
scu,3293.70953734
scu,3293.70953734
CG17896,3176.97972721
Baldspot CG31522 Elo68β Elovl7,3148.48078391
Baldspot CG31522 Elo68β Elovl7,3148.48078391
Baldspot CG31522 Elo68β Elovl7,3148.48078391
Hex-A,3022.22992264
Hex-A,3022.22992264
Hex-A,3022.22992264
Hex-A,3022.22992264
Hex-A,3022.22992264
Hex-A,3022.22992264
Hex-A,3022.22992264
Hex-A,3022.22992264
Hex-A,3022.22992264
Hex-A,3022.22992264
Hex-A,3022.22992264
Hex-A,3022.22992264
CG8132,3006.96448638
CG8132,3006.96448638
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
sea,2994.93310174
pug,2795.46104285
Nmdmc pug,2795.46104285
pug,2795.46104285
Nmdmc pug,2795.46104285
 gb mnd  CD98hc,2761.20631897
 Atpα nrv2   Atpα nrv1    nrv1 nrv3  Atpα ,2693.81773701
Atpα nrv1,2693.81773701
Atpα nrv1,2693.81773701
Parp Parp16 Tnks,2652.13670542
Mfe2,2607.00086129
CG11899,2529.58671854
Aldh Aldh7A1,2430.33374885
Aldh Aldh7A1,2430.33374885
Aldh Aldh7A1,2430.33374885
CG31522 Elovl7,2350.51037163
CG5214 CG7430 Ogdh,2284.30679858
CG5214 CG7430 Ogdh,2284.30679858
GCS2α,2261.36610295
Jheh1 Jheh2 Jheh3,2236.51459845
Jheh1 Jheh2 Jheh3,2236.51459845
Jheh1 Jheh2 Jheh3,2236.51459845
Jheh1 Jheh2 Jheh3,2236.51459845
Jheh1 Jheh2 Jheh3,2236.51459845
Jheh1 Jheh2 Jheh3,2236.51459845
Jheh1 Jheh2 Jheh3,2236.51459845
Jheh1 Jheh2 Jheh3,2236.51459845
Jheh1 Jheh2 Jheh3,2236.51459845
Jheh1 Jheh2 Jheh3,2236.51459845
Jheh1 Jheh2 Jheh3,2236.51459845
Jheh1 Jheh2 Jheh3,2236.51459845
Jheh1 Jheh2 Jheh3,2236.51459845
Jheh1 Jheh2 Jheh3,2236.51459845
TyrRS,2199.2151391
 Rad1 Rad9  CG3165 mus304,2180.23529267
 Rad1 Rad9  CG3165 mus304,2180.23529267
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
CG31871 CG8093 Gli Lip3 Lip4,2179.51671186
Aldh P5CDh1,2146.4486101
Aldh P5CDh1,2146.4486101
Aldh P5CDh1,2146.4486101
Aldh P5CDh1,2146.4486101
CG10344 CG12560 CG1407 CG17075 CG18858 CG1941 CG31683 CG4210 CG44243 CG4676 CG5196 CG5880 CG8314 Dnz1 EndoB GABPI Hip14 LPCAT Mnat9 Naa20A Naa40 Naa60 Naa80 Patsas Ykt6 Zdhhc8 app bmm eco frj l1G0020 nes oys p  rasp san vnc,2056.83817942
CG10344 CG12560 CG1407 CG17075 CG18858 CG1941 CG31683 CG4210 CG44243 CG4676 CG5196 CG5880 CG8314 Dnz1 EndoB GABPI Hip14 LPCAT Mnat9 Naa20A Naa40 Naa60 Naa80 Patsas Ykt6 Zdhhc8 app bmm eco frj l1G0020 nes oys p  rasp san vnc,2056.83817942
SCOT,2003.32158933
CG9471,1932.40480604
CG9471,1932.40480604
CG7997 Ect3 RpL36A,1931.97387577
CG10467,1909.06573302
Naa15-16 Naa20A Naa30A Naa60 vnc,1858.19834501
Prat Prat2,1724.90701679
Prps,1720.84551731
CG11029 CG14507 CG3009 CG7365 GXIVsPLA2 iPLA2-VIA GIIIspla2,1666.53573254
CG11029 CG14507 CG3009 CG7365 GXIVsPLA2 iPLA2-VIA GIIIspla2,1666.53573254
CG11029 CG14507 CG3009 CG7365 GXIVsPLA2 iPLA2-VIA GIIIspla2,1666.53573254
CG11029 CG14507 CG3009 CG7365 GXIVsPLA2 iPLA2-VIA GIIIspla2,1666.53573254
CG11029 CG14507 CG3009 CG7365 GXIVsPLA2 iPLA2-VIA GIIIspla2,1666.53573254
CG11029 CG14507 CG3009 CG7365 GXIVsPLA2 iPLA2-VIA GIIIspla2,1666.53573254
ScpX,1662.09038012
ScpX didum,1662.09038012
ScpX,1662.09038012
ScpX,1662.09038012
Cpr,1579.38394167
AGBE,1476.80862929
Aldh Aldh-III Aldh7A1 ry,1476.20272153
Ppt1 Ppt2 slow,1438.54418617
Ppt1 Ppt2 slow,1438.54418617
Ppt1 Ppt2 slow,1438.54418617
r,1377.72237273
  Mal-A4 Mal-A5 Mal-A7 Mal-B2  sbm  Amy-d Amy-p CD98hc,1367.45455797
 Aos1 Uba2  Bre1 Bruce CG10254 CG1317 CG13344 CG13442 CG14435 CG15141 CG17030 CG2924 CG33144 CG3356 CG40045 CG4080 CG4502 CG5087 CG5347 CG5555 CG5823 CG7220 CG7376 CG7656 CG8188 CG9855 Cbl Cnot4 Fancl HERC2 HUWE1 Hakai Hecw Herc4 Iru Kpc1 LUBEL Mrgn1 Mul1 Nedd4 POSH Rchy1 Rnf146 STUB1 Sce Smurf Su Sudx Top s Trc8 Trim9 Uba1 Uba3 Ubc10 Ubc2 Ubc4 Ubc6 Ubc7 UbcE2H UbcE2M Ube3a Ube4A Ube4B Ubr1 Ubr3 Ufd4dx ben bon ctrip dnr1 eff elgi ewg gol gzl hiw hyd lwr mib1 mib2 neur park poe sina sip3 snama s dd1 s dd2 vihdx,1346.12568387
Pgm1 Pgm2a Pgm2b,1343.19924166
Pgm1 Pgm2a Pgm2b,1343.19924166
Arc42 CG3902,1265.12878537
Arc42 CG3902,1265.12878537
Alg2,1237.17754298
Alg2,1237.17754298
CG18278,1222.92789551
CG18278,1222.92789551
CG18278,1222.92789551
CG18278,1222.92789551
CG18278,1222.92789551
CG18278,1222.92789551
CG18278,1222.92789551
CG18278,1222.92789551
CG18278,1222.92789551
CG18278,1222.92789551
CG18278,1222.92789551
CG18278,1222.92789551
CG18278,1222.92789551
CG18278,1222.92789551
CG18278,1222.92789551
CG18278,1222.92789551
CG18278,1222.92789551
wol,1194.69083898
wol,1194.69083898
wol,1194.69083898
CG32191 CG7402 CG7408,1125.05580992
CG32191 CG7402 CG7408,1125.05580992
CG32191 CG7402 CG7408,1125.05580992
CG32191 CG7402 CG7408,1125.05580992
CG32191 CG7402 CG7408,1125.05580992
CG1544 Ogdh,1116.50103874
CG1544 Ogdh,1116.50103874
CG1544 Ogdh,1116.50103874
CG1544 Ogdh,1116.50103874
tzn,1113.23211721
tzn,1113.23211721
CG4598 Dci Mtpα,1111.64974412
CG4598 Dci Mtpα,1111.64974412
CG4598 Dci Mtpα,1111.64974412
CG4598 Dci Mtpα,1111.64974412
CG4598 Dci Mtpα,1111.64974412
CG4598 Dci Mtpα,1111.64974412
CG4598 Dci Mtpα,1111.64974412
CG4598 Dci Mtpα,1111.64974412
Spase12 Spase22-23 Spase25 twr,1049.30221333
Spase12 Spase22-23 Spase25 twr,1049.30221333
PGAP1,1039.55898004
PGAP1,1039.55898004
Vps29 aay,1011.42287812
inaE,1011.06003674
Pka-C1 Pp1-87B fabp flw,958.789089916
Cat,931.834528705
Cat,931.834528705
Cat,931.834528705
Cat,931.834528705
CG43980 Cat,931.834528705
ninaB,925.563206853
AspRS,901.312198689
Akr1B,895.444797081
Akr1B,895.444797081
Akr1B,895.444797081
Amacr,888.9060597
Amacr,888.9060597
Amacr,888.9060597
Amacr,888.9060597
Amacr,888.9060597
Amacr,888.9060597
Amacr,888.9060597
Amacr,888.9060597
Amacr,888.9060597
Amacr,888.9060597
Amacr,888.9060597
Amacr,888.9060597
ThrRS,821.700872472
Sgsh,811.567433671
Sgsh,811.567433671
Sgsh,811.567433671
Sgsh,811.567433671
Tps1,791.934915674
Ids,783.068490375
Ids,783.068490375
Ids,783.068490375
CG5044,754.56954708
CG17333,754.56954708
CG17333,754.56954708
CG17333,754.56954708
CG5044,754.56954708
CG5044,754.56954708
CG17333,754.56954708
Dip-C,724.373081129
Dip-C,724.373081129
Argl Polr3I,716.314504936
Acyp2 CG14022 CG18371 CG34161,705.840791277
CG30486 CG8483 Pgk Tango1,698.218328824
Adi1,693.560505916
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
spidey,688.15399416
CPT2,632.843718073
CPT2,632.843718073
CPT2,632.843718073
CPT2,632.843718073
CPT2,632.843718073
CPT2,632.843718073
CPT2,632.843718073
CPT2 whd,632.843718073
CPT2 whd,632.843718073
CPT2 whd,632.843718073
CPT2,632.843718073
CPT2,632.843718073
AlaRS,610.33279356
GlyP,595.624209223
GlyP,595.624209223
CG31915 Plod,591.377457685
Plod,591.377457685
 Atpα nrv2   Atpα nrv1    nrv1 nrv3  Atpα ,546.093663694
CG6428 CG8526 Lis-1 Paf-AHα,543.982433004
CG6428 CG8526 Lis-1 Paf-AHα,543.982433004
PMCA SERCA SPoCk,528.219953059
P5CS,508.446048429
P5CS,508.446048429
Aldh-III,499.470823088
Aldh-III,499.470823088
Got2,494.242667814
GCS1,483.925766443
 ND-20 ND-20L  CG40472 ND-13A ND-13B ND-15 ND-18 ND-19 ND-23 ND-24 ND-30 ND-39 ND-42 ND-49 ND-51 ND-75 ND-ACP ND-ASHI ND-B12 ND-B14 ND-B14.5B ND-B14.7 ND-B15 ND-B16.6 ND-B17.2 ND-B18 ND-B22 ND-B8 ND-MLRQ ND-MNLL ND-MWFE ND-PDSW ND-SGDH NP15.6 mt:ND1 mt:ND2 mt:ND3 mt:ND4 mt:ND4L mt:ND5 mt:ND6,483.149470386
β4GalT7,482.453825793
Sc2 spidey,460.202983594
Sc2 spidey,460.202983594
Sc2 spidey,460.202983594
Sc2 spidey,460.202983594
CG10175 CG3841 CG4382 CG4757 CG6414 Est-6 Est-P Jhe Jhedup clt gas α-Est1 α-Est10 α-Est2 α-Est3 α-Est4 α-Est5 α-Est6 α-Est7 α-Est9,422.779853993
CG10175 CG18258 CG1986 CG31871 CG3841 CG4382 CG4757 CG5162 CG5665 CG5966 CG6414 CG8093 Est-6 Est-P Gli Hsl Jhe Jhedup Lip3 Lip4 bmm clt gas inaE α-Est1 α-Est10 α-Est2 α-Est3 α-Est4 α-Est5 α-Est6 α-Est7 α-Est9 CG6472,422.779853993
AMPdeam,422.635081413
Cat Prx6005 Pxn,408.804825496
GluProRS,402.606417579
Acer Ance,397.760126996
Acer Ance Ance-3,397.760126996
Vmat,388.511252588
GLS,385.610173336
GLS,385.610173336
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
ACOX1 Mfe2,381.113790108
Ppat-Dpck,378.570527317
Ppat-Dpck,378.570527317
Ppat-Dpck,378.570527317
Ppat-Dpck,378.570527317
Akr1B CG12171 CG15629 CG2064 CG2065 CG2070 CG30491 CG3603 CG3699 CG7675 CG7724 CG8888 CG9265 CtBP Dhrs4 Fdh Wwox sro,377.297073474
